Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Count,Protocols
74.118.186.107,192.168.18.114,TLS,443,53467,7,['TLS']
96.16.101.5,192.168.18.114,TLS,443,53470,9,['TLS']
35.173.214.6,192.168.18.114,TLS,443,53457,4,['TLS']
34.234.109.98,192.168.18.114,TLS,443,53458,5,['TLS']
192.168.18.114,3.65.122.43,TCP,53471,443,7,['TCP']
192.132.33.68,192.168.18.114,TLS,443,53459,3,['TLS']
192.168.18.114,34.251.183.248,TCP,53472,443,7,['TCP']
3.65.122.43,192.168.18.114,TCP,443,53468,9,['TCP']
192.168.18.114,3.65.122.43,TLS,53468,443,6,['TLS']
34.251.183.248,192.168.18.114,TCP,443,53469,8,['TCP']
192.168.18.114,34.251.183.248,TLS,53469,443,6,['TLS']
192.168.18.114,142.250.66.34,TCP,53473,443,7,['TCP']
192.168.18.114,142.250.197.163,DATA,53248,443,6,['DATA']
3.65.122.43,192.168.18.114,TCP,443,53471,8,['TCP']
192.168.18.114,3.65.122.43,TLS,53471,443,3,['TLS']
34.251.183.248,192.168.18.114,TCP,443,53472,7,['TCP']
192.168.18.114,34.251.183.248,TLS,53472,443,3,['TLS']
3.65.122.43,192.168.18.114,TLS,443,53468,8,['TLS']
142.250.66.34,192.168.18.114,TCP,443,53473,14,['TCP']
192.168.18.114,142.250.66.34,TLS,53473,443,8,['TLS']
34.251.183.248,192.168.18.114,TLS,443,53469,8,['TLS']
142.250.66.34,192.168.18.114,TLS,443,53473,8,['TLS']
3.65.122.43,192.168.18.114,TLS,443,53471,6,['TLS']
34.251.183.248,192.168.18.114,TLS,443,53472,7,['TLS']
192.168.18.114,49.231.120.216,TCP,53474,443,10,['TCP']
49.231.120.216,192.168.18.114,TCP,443,53474,20,['TCP']
192.168.18.114,49.231.120.216,TLS,53474,443,5,['TLS']
49.231.120.216,192.168.18.114,TLS,443,53474,12,['TLS']
192.168.18.114,52.113.194.132,TCP,53475,443,6,['TCP']
52.113.194.132,192.168.18.114,TCP,443,53475,17,['TCP']
192.168.18.114,52.113.194.132,TLS,53475,443,4,['TLS']
52.113.194.132,192.168.18.114,TLS,443,53475,11,['TLS']
192.168.18.114,13.107.246.73,DATA,53320,443,1,['DATA']
192.168.18.114,142.250.76.3,DATA,53330,443,14,['DATA']
192.168.18.114,142.250.76.3,DATA,53328,443,5,['DATA']
192.168.18.114,142.250.199.67,DATA,53329,443,5,['DATA']
192.168.18.114,13.107.21.239,DATA,53321,443,4,['DATA']
192.168.18.114,8.8.8.8,QUIC,50169,443,13,['QUIC']
192.168.18.114,8.8.8.8,_WS.MALFORMED,50169,443,1,['_WS.MALFORMED']
8.8.8.8,192.168.18.114,QUIC,443,50169,17,['QUIC']
192.168.18.114,103.67.201.72,TCP,53476,443,5,['TCP']
192.168.18.114,103.67.201.72,TCP,53477,443,5,['TCP']
103.67.201.72,192.168.18.114,TCP,443,53476,5,['TCP']
192.168.18.114,103.67.201.72,TLS,53476,443,4,['TLS']
103.67.201.72,192.168.18.114,TCP,443,53477,6,['TCP']
192.168.18.114,103.67.201.72,TLS,53477,443,3,['TLS']
103.67.201.72,192.168.18.114,TLS,443,53476,6,['TLS']
103.67.201.72,192.168.18.114,TLS,443,53477,5,['TLS']
192.168.18.114,170.114.52.5,TCP,53478,443,21,['TCP']
170.114.52.5,192.168.18.114,TCP,443,53478,23,['TCP']
192.168.18.114,170.114.52.5,TLS,53478,443,4,['TLS']
170.114.52.5,192.168.18.114,TLS,443,53478,5,['TLS']
192.168.18.114,100.127.1.12,DNS,61498,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58011,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58011,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,61498,1,['DNS']
192.168.18.114,20.205.69.80,TCP,53479,443,7,['TCP']
20.205.69.80,192.168.18.114,TCP,443,53479,9,['TCP']
192.168.18.114,20.205.69.80,TLS,53479,443,6,['TLS']
20.205.69.80,192.168.18.114,TLS,443,53479,6,['TLS']
192.168.18.114,100.127.1.12,DNS,62994,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58382,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62994,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58382,1,['DNS']
192.168.18.114,20.42.65.89,TCP,53480,443,7,['TCP']
192.168.18.114,142.250.197.196,DATA,53341,443,5,['DATA']
192.168.18.114,20.42.65.89,TCP,53481,443,4,['TCP']
20.42.65.89,192.168.18.114,TCP,443,53480,12,['TCP']
192.168.18.114,20.42.65.89,TLS,53480,443,12,['TLS']
192.168.18.114,142.250.76.10,DATA,53340,443,5,['DATA']
192.168.18.114,104.18.25.205,DATA,53346,443,1,['DATA']
192.168.18.114,3.162.56.232,DATA,53348,443,5,['DATA']
20.42.65.89,192.168.18.114,TCP,443,53481,8,['TCP']
192.168.18.114,20.42.65.89,TLS,53481,443,4,['TLS']
20.42.65.89,192.168.18.114,TLS,443,53480,8,['TLS']
192.168.18.114,104.22.74.216,DATA,53349,443,14,['DATA']
192.168.18.114,3.162.56.232,DATA,53351,443,5,['DATA']
192.168.18.114,108.157.32.22,DATA,53352,443,5,['DATA']
192.168.18.114,182.161.73.136,DATA,53350,443,7,['DATA']
192.168.18.114,104.18.25.205,DATA,53345,443,14,['DATA']
192.168.18.114,3.162.58.15,DATA,53356,443,5,['DATA']
20.42.65.89,192.168.18.114,TLS,443,53481,5,['TLS']
192.168.18.114,182.161.73.136,DATA,53354,443,7,['DATA']
192.168.18.114,3.162.49.153,DATA,53353,443,5,['DATA']
192.168.18.114,172.67.134.120,DATA,53358,443,7,['DATA']
192.168.18.114,104.26.2.70,DATA,53359,443,14,['DATA']
192.168.18.114,104.22.53.86,DATA,53355,443,14,['DATA']
192.168.18.114,142.250.197.38,DATA,53357,443,5,['DATA']
192.168.18.114,142.250.71.138,DATA,53361,443,5,['DATA']
192.168.18.114,142.250.198.226,DATA,53362,443,5,['DATA']
192.168.18.114,104.18.27.193,DATA,53363,443,14,['DATA']
192.168.18.114,34.120.63.153,DATA,53368,443,14,['DATA']
192.168.18.114,104.18.21.57,DATA,53377,443,14,['DATA']
192.168.18.114,130.211.23.194,DATA,53372,443,14,['DATA']
192.168.18.114,54.70.14.192,DATA,53375,443,1,['DATA']
192.168.18.114,23.53.17.161,DATA,53381,443,2,['DATA']
192.168.18.114,146.190.197.85,DATA,53374,443,1,['DATA']
192.168.18.114,142.250.198.34,DATA,53371,443,5,['DATA']
192.168.18.114,146.190.197.85,DATA,53365,443,1,['DATA']
192.168.18.114,142.250.197.129,DATA,53386,443,5,['DATA']
192.168.18.114,52.223.2.229,DATA,53387,443,14,['DATA']
192.168.18.114,3.6.211.252,_WS.MALFORMED,53385,443,14,['_WS.MALFORMED']
192.168.18.114,142.250.197.34,DATA,53388,443,5,['DATA']
192.168.18.114,44.224.20.21,DATA,53384,443,1,['DATA']
192.168.18.114,54.70.14.192,DATA,53369,443,1,['DATA']
192.168.18.114,104.18.20.57,DATA,53400,443,7,['DATA']
192.168.18.114,3.162.58.95,DATA,53399,443,5,['DATA']
192.168.18.114,44.224.20.21,DATA,53380,443,1,['DATA']
192.168.18.114,142.250.197.36,DATA,53401,443,5,['DATA']
192.168.18.114,142.250.71.225,DATA,53402,443,5,['DATA']
192.168.18.114,142.250.199.194,DATA,53406,443,5,['DATA']
192.168.18.114,142.250.76.10,DATA,53398,443,5,['DATA']
192.168.18.114,142.250.197.193,DATA,53394,443,5,['DATA']
192.168.18.114,44.241.7.64,DATA,53391,443,1,['DATA']
192.168.18.114,142.250.198.226,DATA,53347,443,5,['DATA']
192.168.18.114,142.250.76.226,DATA,53412,443,5,['DATA']
192.168.18.114,142.250.197.34,DATA,53411,443,5,['DATA']
192.168.18.114,44.241.7.64,DATA,53389,443,1,['DATA']
192.168.18.114,142.250.199.227,DATA,53410,443,5,['DATA']
192.168.18.114,142.250.198.130,DATA,53414,443,5,['DATA']
192.168.18.114,142.250.197.166,DATA,53415,443,5,['DATA']
192.168.18.114,142.250.199.226,DATA,53416,443,5,['DATA']
192.168.18.114,104.18.21.57,DATA,53339,443,14,['DATA']
192.168.18.114,119.9.108.211,DATA,53419,443,1,['DATA']
192.168.18.114,141.94.175.218,DATA,53407,443,14,['DATA']
192.168.18.114,141.94.175.218,DATA,53413,443,1,['DATA']
192.168.18.114,74.214.196.131,DATA,53417,443,1,['DATA']
192.168.18.114,142.250.197.34,DATA,53421,443,5,['DATA']
192.168.18.114,142.250.66.34,DATA,53420,443,5,['DATA']
192.168.18.114,142.250.76.1,DATA,53422,443,5,['DATA']
192.168.18.114,96.16.101.79,DATA,53426,443,2,['DATA']
192.168.18.114,142.250.197.36,DATA,53423,443,5,['DATA']
192.168.18.114,182.161.73.136,DATA,53427,443,14,['DATA']
192.168.18.114,142.250.198.194,DATA,53431,443,5,['DATA']
192.168.18.114,104.18.25.18,DATA,53425,443,14,['DATA']
192.168.18.114,98.82.156.207,DATA,53376,443,1,['DATA']
192.168.18.114,142.250.76.1,DATA,53424,443,5,['DATA']
192.168.18.114,35.213.7.90,DATA,53434,443,14,['DATA']
192.168.18.114,142.250.197.226,DATA,53409,443,5,['DATA']
192.168.18.114,69.173.158.64,DATA,53445,443,14,['DATA']
192.168.18.114,69.173.158.64,DATA,53447,443,14,['DATA']
192.168.18.114,69.173.158.64,DATA,53453,443,14,['DATA']
192.168.18.114,13.213.181.14,DATA,53438,443,1,['DATA']
192.168.18.114,52.74.181.238,DATA,53442,443,1,['DATA']
192.168.18.114,96.16.100.69,DATA,53428,443,2,['DATA']
192.168.18.114,69.173.158.64,DATA,53446,443,14,['DATA']
192.168.18.114,172.64.146.152,DATA,53460,443,7,['DATA']
192.168.18.114,131.153.206.102,DATA,53461,443,1,['DATA']
192.168.18.114,45.137.176.88,DATA,53439,443,1,['DATA']
192.168.18.114,34.149.50.64,DATA,53462,443,14,['DATA']
192.168.18.114,104.18.27.193,DATA,53432,443,14,['DATA']
192.168.18.114,96.16.101.5,DATA,53470,443,2,['DATA']
192.168.18.114,45.137.176.88,DATA,53455,443,1,['DATA']
192.168.18.114,69.173.158.64,DATA,53429,443,14,['DATA']
192.168.18.114,35.244.154.8,DATA,53466,443,14,['DATA']
192.168.18.114,185.84.60.20,DATA,53463,443,2,['DATA']
192.168.18.114,192.132.33.68,DATA,53459,443,1,['DATA']
192.168.18.114,69.173.158.64,DATA,53444,443,14,['DATA']
192.168.18.114,142.250.66.34,DATA,53473,443,5,['DATA']
192.168.18.114,3.65.122.43,DATA,53471,443,1,['DATA']
192.168.18.114,34.251.183.248,DATA,53472,443,1,['DATA']
192.168.18.114,3.65.122.43,DATA,53468,443,1,['DATA']
192.168.18.114,34.251.183.248,DATA,53469,443,1,['DATA']
192.168.18.114,54.179.136.136,TCP,53482,80,4,['TCP']
54.179.136.136,192.168.18.114,TCP,80,53482,4,['TCP']
192.168.18.114,54.179.136.136,URLENCODED-FORM,53482,80,1,['URLENCODED-FORM']
54.179.136.136,192.168.18.114,DATA,80,53482,1,['DATA']
192.168.18.114,54.254.196.234,TCP,53483,80,4,['TCP']
54.254.196.234,192.168.18.114,TCP,80,53483,4,['TCP']
192.168.18.114,54.254.196.234,HTTP,53483,80,1,['HTTP']
54.254.196.234,192.168.18.114,HTTP,80,53483,1,['HTTP']
192.168.18.114,1.192.194.208,TCP,53484,80,5,['TCP']
1.192.194.208,192.168.18.114,TCP,80,53484,4,['TCP']
192.168.18.114,1.192.194.208,URLENCODED-FORM,53484,80,1,['URLENCODED-FORM']
1.192.194.208,192.168.18.114,DATA,80,53484,1,['DATA']
192.168.18.114,8.8.8.8,DATA,53215,443,5,['DATA']
192.168.18.114,103.67.201.72,DATA,53477,443,2,['DATA']
192.168.18.114,35.173.214.6,DATA,53457,443,1,['DATA']
192.168.18.114,35.173.214.6,DATA,53441,443,1,['DATA']
192.168.18.114,35.173.214.6,DATA,53443,443,1,['DATA']
192.168.18.114,142.250.199.67,TCP,53485,443,4,['TCP']
192.168.18.114,142.250.71.238,TCP,53486,443,5,['TCP']
142.250.199.67,192.168.18.114,TCP,443,53485,13,['TCP']
142.250.71.238,192.168.18.114,TCP,443,53486,20,['TCP']
192.168.18.114,142.250.199.67,TLS,53485,443,9,['TLS']
192.168.18.114,142.250.71.238,TLS,53486,443,14,['TLS']
142.250.71.238,192.168.18.114,TLS,443,53486,11,['TLS']
142.250.199.67,192.168.18.114,TLS,443,53485,7,['TLS']
192.168.18.114,20.205.69.80,DATA,53479,443,2,['DATA']
192.168.18.114,20.42.65.89,DATA,53481,443,2,['DATA']
192.168.18.114,20.42.65.89,_WS.MALFORMED,53480,443,2,['_WS.MALFORMED']
192.168.18.114,8.8.8.8,QUIC,50670,443,8,['QUIC']
192.168.18.114,8.8.8.8,_WS.MALFORMED,50670,443,1,['_WS.MALFORMED']
8.8.8.8,192.168.18.114,QUIC,443,50670,11,['QUIC']
192.168.18.114,13.215.137.26,TCP,53487,80,4,['TCP']
13.215.137.26,192.168.18.114,TCP,80,53487,4,['TCP']
192.168.18.114,13.215.137.26,URLENCODED-FORM,53487,80,1,['URLENCODED-FORM']
13.215.137.26,192.168.18.114,DATA,80,53487,1,['DATA']
192.168.18.114,49.231.120.98,TCP,53488,443,7,['TCP']
49.231.120.98,192.168.18.114,TCP,443,53488,6,['TCP']
192.168.18.114,49.231.120.98,TLS,53488,443,3,['TLS']
49.231.120.98,192.168.18.114,TLS,443,53488,5,['TLS']
192.168.18.114,142.250.71.238,DATA,53486,443,5,['DATA']
192.168.18.114,142.250.199.67,DATA,53485,443,5,['DATA']
192.168.18.114,49.231.120.217,TCP,53489,80,5,['TCP']
192.168.18.114,49.231.120.217,TCP,53490,80,5,['TCP']
49.231.120.217,192.168.18.114,TCP,80,53490,3,['TCP']
49.231.120.217,192.168.18.114,TCP,80,53489,3,['TCP']
192.168.18.114,49.231.120.217,HTTP,53490,80,1,['HTTP']
192.168.18.114,49.231.120.217,HTTP,53489,80,1,['HTTP']
49.231.120.217,192.168.18.114,MEDIA,80,53490,1,['MEDIA']
49.231.120.217,192.168.18.114,MEDIA,80,53489,1,['MEDIA']
192.168.18.114,8.8.8.8,QUIC,57325,443,10,['QUIC']
8.8.8.8,192.168.18.114,QUIC,443,57325,13,['QUIC']
192.168.18.114,199.232.47.52,TCP,53491,443,8,['TCP']
192.168.18.114,23.54.155.198,TCP,53492,443,8,['TCP']
192.168.18.114,199.232.47.52,TCP,53493,443,9,['TCP']
192.168.18.114,199.232.47.52,TCP,53494,443,8,['TCP']
192.168.18.114,23.54.155.198,TCP,53495,443,9,['TCP']
199.232.47.52,192.168.18.114,TCP,443,53491,9,['TCP']
23.54.155.198,192.168.18.114,TCP,443,53495,6,['TCP']
199.232.47.52,192.168.18.114,TCP,443,53493,9,['TCP']
23.54.155.198,192.168.18.114,TCP,443,53492,5,['TCP']
199.232.47.52,192.168.18.114,TCP,443,53494,9,['TCP']
192.168.18.114,199.232.47.52,TLS,53491,443,5,['TLS']
192.168.18.114,23.54.155.198,TLS,53495,443,4,['TLS']
192.168.18.114,199.232.47.52,TLS,53493,443,5,['TLS']
192.168.18.114,23.54.155.198,TLS,53492,443,4,['TLS']
192.168.18.114,199.232.47.52,TLS,53494,443,5,['TLS']
23.54.155.198,192.168.18.114,TLS,443,53495,7,['TLS']
199.232.47.52,192.168.18.114,TLS,443,53491,6,['TLS']
199.232.47.52,192.168.18.114,TLS,443,53493,6,['TLS']
23.54.155.198,192.168.18.114,TLS,443,53492,7,['TLS']
199.232.47.52,192.168.18.114,TLS,443,53494,7,['TLS']
192.168.18.114,100.127.1.12,DNS,55017,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55017,1,['DNS']
192.168.18.114,117.18.232.200,TCP,53496,443,9,['TCP']
117.18.232.200,192.168.18.114,TCP,443,53496,36,['TCP']
192.168.18.114,117.18.232.200,TLS,53496,443,7,['TLS']
117.18.232.200,192.168.18.114,TLS,443,53496,10,['TLS']
192.168.18.114,142.250.198.202,TCP,53497,443,6,['TCP']
192.168.18.114,3.162.58.72,TCP,53498,443,10,['TCP']
3.162.58.72,192.168.18.114,TCP,443,53498,8,['TCP']
192.168.18.114,3.162.58.72,TLS,53498,443,7,['TLS']
142.250.198.202,192.168.18.114,TCP,443,53497,10,['TCP']
192.168.18.114,142.250.198.202,TLS,53497,443,10,['TLS']
142.250.198.202,192.168.18.114,TLS,443,53497,8,['TLS']
3.162.58.72,192.168.18.114,TLS,443,53498,9,['TLS']
192.168.18.114,100.127.1.12,DNS,58770,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,63544,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58770,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,63544,1,['DNS']
192.168.18.114,8.8.8.8,QUIC,62043,443,9,['QUIC']
8.8.8.8,192.168.18.114,QUIC,443,62043,11,['QUIC']
192.168.18.114,52.109.112.144,TCP,53499,443,5,['TCP']
52.109.112.144,192.168.18.114,TCP,443,53499,16,['TCP']
192.168.18.114,52.109.112.144,TLS,53499,443,5,['TLS']
52.109.112.144,192.168.18.114,TLS,443,53499,16,['TLS']
192.168.18.114,52.109.120.46,TCP,53500,443,7,['TCP']
52.109.120.46,192.168.18.114,TCP,443,53500,6,['TCP']
192.168.18.114,52.109.120.46,TLS,53500,443,5,['TLS']
52.109.120.46,192.168.18.114,TLS,443,53500,7,['TLS']
192.168.18.114,49.231.120.147,TCP,53501,443,18,['TCP']
49.231.120.147,192.168.18.114,TCP,443,53501,40,['TCP']
192.168.18.114,49.231.120.147,TLS,53501,443,5,['TLS']
49.231.120.147,192.168.18.114,TLS,443,53501,12,['TLS']
192.168.18.114,100.127.1.12,DNS,61989,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,63937,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,63937,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,61989,1,['DNS']
192.168.18.114,8.8.8.8,QUIC,59580,443,25,['QUIC']
192.168.18.114,8.8.8.8,_WS.MALFORMED,59580,443,1,['_WS.MALFORMED']
8.8.8.8,192.168.18.114,QUIC,443,59580,34,['QUIC']
192.168.18.114,204.79.197.203,TCP,53502,443,7,['TCP']
204.79.197.203,192.168.18.114,TCP,443,53502,13,['TCP']
192.168.18.114,204.79.197.203,TLS,53502,443,7,['TLS']
204.79.197.203,192.168.18.114,TLS,443,53502,11,['TLS']
192.168.18.114,49.231.120.146,QUIC,52505,443,71,['QUIC']
49.231.120.146,192.168.18.114,QUIC,443,52505,197,['QUIC']
192.168.18.114,49.231.120.19,TCP,53503,443,8,['TCP']
49.231.120.19,192.168.18.114,TCP,443,53503,7,['TCP']
192.168.18.114,49.231.120.19,TLS,53503,443,6,['TLS']
49.231.120.19,192.168.18.114,TLS,443,53503,9,['TLS']
192.168.18.114,49.231.120.98,QUIC,51920,443,16,['QUIC']
49.231.120.98,192.168.18.114,QUIC,443,51920,26,['QUIC']
192.168.18.114,149.154.164.13,TCP,53504,443,6,['TCP']
149.154.164.13,192.168.18.114,TCP,443,53504,7,['TCP']
192.168.18.114,149.154.164.13,TLS,53504,443,3,['TLS']
149.154.164.13,192.168.18.114,TLS,443,53504,5,['TLS']
192.168.18.114,172.67.186.199,TCP,53505,443,6,['TCP']
172.67.186.199,192.168.18.114,TCP,443,53505,6,['TCP']
192.168.18.114,172.67.186.199,TLS,53505,443,3,['TLS']
172.67.186.199,192.168.18.114,TLS,443,53505,5,['TLS']
192.168.18.114,172.67.186.199,TCP,53506,443,5,['TCP']
172.67.186.199,192.168.18.114,TCP,443,53506,6,['TCP']
192.168.18.114,172.67.186.199,TLS,53506,443,3,['TLS']
172.67.186.199,192.168.18.114,TLS,443,53506,5,['TLS']
192.168.18.114,142.250.198.202,DATA,53497,443,2,['DATA']
192.168.18.114,3.162.58.72,DATA,53498,443,2,['DATA']
192.168.18.114,142.250.76.234,DATA,53261,443,8,['DATA']
192.168.18.114,103.28.54.102,DATA,53293,27020,10,['DATA']
192.168.18.114,224.0.0.252,LLMNR,59288,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,56580,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,53019,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,57778,5355,1,['LLMNR']
192.168.18.114,172.67.186.199,DATA,53506,443,10,['DATA']
192.168.18.114,224.0.0.252,LLMNR,56917,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,63540,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,63891,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,56177,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,57179,5355,1,['LLMNR']
192.168.18.114,224.0.0.252,LLMNR,60106,5355,1,['LLMNR']
192.168.18.114,100.127.1.12,DNS,57602,53,3,['DNS']
192.168.18.114,100.127.1.12,DNS,57505,53,2,['DNS']
100.127.1.12,192.168.18.114,DNS,53,57602,3,['DNS']
100.127.1.12,192.168.18.114,DNS,53,57505,2,['DNS']
192.168.18.114,49.231.120.211,TCP,53509,80,4,['TCP']
49.231.120.211,192.168.18.114,TCP,80,53509,4,['TCP']
192.168.18.114,49.231.120.211,HTTP,53509,80,1,['HTTP']
192.168.18.114,100.127.1.12,DNS,55771,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55771,1,['DNS']
49.231.120.211,192.168.18.114,DATA-TEXT-LINES,80,53509,1,['DATA-TEXT-LINES']
192.168.18.114,173.194.174.188,TCP,53510,5228,1,['TCP']
192.168.18.114,100.127.1.12,DNS,57142,53,2,['DNS']
192.168.18.114,100.127.1.12,DNS,50779,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,63338,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58793,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,55024,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,50779,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,63338,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58793,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55024,1,['DNS']
192.168.18.114,8.8.8.8,QUIC,56055,443,9,['QUIC']
192.168.18.114,8.8.8.8,_WS.MALFORMED,56055,443,1,['_WS.MALFORMED']
192.168.18.114,8.8.8.8,QUIC,54444,443,9,['QUIC']
192.168.18.114,8.8.8.8,_WS.MALFORMED,54444,443,1,['_WS.MALFORMED']
100.127.1.12,192.168.18.114,DNS,53,57142,2,['DNS']
173.194.174.188,192.168.18.114,TCP,5228,53510,3,['TCP']
192.168.18.114,20.205.69.80,TCP,53511,443,6,['TCP']
8.8.8.8,192.168.18.114,QUIC,443,56055,13,['QUIC']
8.8.8.8,192.168.18.114,QUIC,443,54444,13,['QUIC']
20.205.69.80,192.168.18.114,TCP,443,53511,8,['TCP']
192.168.18.114,20.205.69.80,TLS,53511,443,5,['TLS']
20.205.69.80,192.168.18.114,TLS,443,53511,5,['TLS']
192.168.18.114,100.127.1.12,DNS,55391,53,2,['DNS']
192.168.18.114,100.127.1.12,DNS,62344,53,2,['DNS']
192.168.18.114,100.127.1.12,DNS,64068,53,2,['DNS']
192.168.18.114,100.127.1.12,DNS,53790,53,4,['DNS']
192.168.18.114,13.107.42.16,TCP,53512,443,9,['TCP']
192.168.18.114,49.231.120.210,TCP,53513,443,5,['TCP']
100.127.1.12,192.168.18.114,DNS,53,64068,2,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53790,4,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62344,2,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55391,2,['DNS']
192.168.18.114,142.250.197.74,TCP,53514,443,8,['TCP']
192.168.18.114,142.250.197.110,TCP,53515,443,8,['TCP']
192.168.18.114,51.104.15.252,TCP,53516,443,14,['TCP']
192.168.18.114,13.107.5.93,TCP,53517,443,6,['TCP']
192.168.18.114,13.107.5.93,TCP,53518,443,7,['TCP']
49.231.120.210,192.168.18.114,TCP,443,53513,5,['TCP']
192.168.18.114,49.231.120.210,TLS,53513,443,4,['TLS']
49.231.120.210,192.168.18.114,TLS,443,53513,4,['TLS']
13.107.42.16,192.168.18.114,TCP,443,53512,13,['TCP']
192.168.18.114,13.107.42.16,TLS,53512,443,7,['TLS']
142.250.197.74,192.168.18.114,TCP,443,53514,8,['TCP']
192.168.18.114,142.250.197.74,TLS,53514,443,8,['TLS']
142.250.197.110,192.168.18.114,TCP,443,53515,6,['TCP']
192.168.18.114,142.250.197.110,TLS,53515,443,8,['TLS']
13.107.5.93,192.168.18.114,TCP,443,53518,8,['TCP']
192.168.18.114,13.107.5.93,TLS,53518,443,3,['TLS']
13.107.5.93,192.168.18.114,TCP,443,53517,7,['TCP']
192.168.18.114,13.107.5.93,TLS,53517,443,3,['TLS']
13.107.42.16,192.168.18.114,TLS,443,53512,7,['TLS']
142.250.197.74,192.168.18.114,TLS,443,53514,28,['TLS']
142.250.197.110,192.168.18.114,TLS,443,53515,10,['TLS']
13.107.5.93,192.168.18.114,TLS,443,53518,5,['TLS']
13.107.5.93,192.168.18.114,TLS,443,53517,5,['TLS']
51.104.15.252,192.168.18.114,TCP,443,53516,22,['TCP']
192.168.18.114,51.104.15.252,TLS,53516,443,37,['TLS']
192.168.18.114,49.231.120.216,TCP,53519,80,4,['TCP']
49.231.120.216,192.168.18.114,TCP,80,53519,5,['TCP']
192.168.18.114,49.231.120.216,HTTP,53519,80,1,['HTTP']
51.104.15.252,192.168.18.114,TLS,443,53516,19,['TLS']
49.231.120.216,192.168.18.114,DATA-TEXT-LINES,80,53519,1,['DATA-TEXT-LINES']
192.168.18.114,20.44.239.154,TCP,53520,443,7,['TCP']
192.168.18.114,54.169.7.73,TCP,53521,80,5,['TCP']
54.169.7.73,192.168.18.114,TCP,80,53521,4,['TCP']
192.168.18.114,52.109.52.131,TCP,53522,443,6,['TCP']
20.44.239.154,192.168.18.114,TCP,443,53520,4,['TCP']
192.168.18.114,20.44.239.154,TLS,53520,443,5,['TLS']
192.168.18.114,20.44.239.154,TCP,53523,443,7,['TCP']
52.109.52.131,192.168.18.114,TCP,443,53522,17,['TCP']
20.44.239.154,192.168.18.114,TLS,443,53520,7,['TLS']
192.168.18.114,52.109.52.131,TLS,53522,443,5,['TLS']
20.44.239.154,192.168.18.114,TCP,443,53523,5,['TCP']
192.168.18.114,20.44.239.154,TLS,53523,443,8,['TLS']
52.109.52.131,192.168.18.114,TLS,443,53522,18,['TLS']
20.44.239.154,192.168.18.114,TLS,443,53523,8,['TLS']
192.168.18.114,20.90.156.32,TCP,49416,443,5,['TCP']
20.90.156.32,192.168.18.114,TCP,443,49416,5,['TCP']
192.168.18.114,20.90.156.32,TLS,49416,443,7,['TLS']
192.168.18.114,142.250.198.227,TCP,53524,443,5,['TCP']
20.90.156.32,192.168.18.114,TLS,443,49416,8,['TLS']
142.250.198.227,192.168.18.114,TCP,443,53524,7,['TCP']
192.168.18.114,142.250.198.227,TLS,53524,443,7,['TLS']
142.250.198.227,192.168.18.114,TLS,443,53524,8,['TLS']
192.168.18.114,20.44.239.154,TCP,53525,443,7,['TCP']
20.44.239.154,192.168.18.114,TCP,443,53525,5,['TCP']
192.168.18.114,20.44.239.154,TLS,53525,443,6,['TLS']
20.44.239.154,192.168.18.114,TLS,443,53525,6,['TLS']
192.168.18.114,104.192.108.79,TCP,53526,80,1,['TCP']
169.254.28.250,169.254.255.255,NBNS,137,137,12,['NBNS']
169.254.28.250,224.0.0.251,MDNS,5353,5353,8,['MDNS']
169.254.28.250,224.0.0.252,LLMNR,61827,5355,1,['LLMNR']
